state,labeler_code,total_prescriptions,total_medicaid_spending,drug_count
MN,53746,20004.0,504415.46,12
MN,78206,19534.0,8770522.07,10
MN,00713,19525.0,513763.63,26
MN,60219,19376.0,337271.69,18
MN,61314,19329.0,696597.07,20
MN,00074,18770.0,99354841.91,17
MN,69367,18549.0,348270.37,29
MN,50419,18279.0,4680024.03,10
MN,71288,18231.0,169026.88,23
MN,00456,18179.0,7640671.55,8
MN,42571,17971.0,447679.65,23
MN,47335,17414.0,1013895.52,12
MN,43386,17275.0,463869.76,8
MN,42385,17031.0,738464.48,4
MN,59417,16506.0,5966266.97,1
MN,70677,16459.0,1590227.61,51
MN,24208,16445.0,1331719.84,22
MN,24979,16435.0,462802.6,9
MN,00065,16393.0,325572.62,17
MN,00591,16313.0,374342.3,35
MN,00487,16139.0,585585.49,4
MN,00832,16114.0,492734.93,30
MN,00603,15582.0,345823.79,11
MN,00116,15368.0,164137.62,3
MN,70069,15250.0,165271.35,20
MN,00310,14632.0,13747845.35,14
MN,00187,14207.0,1045712.4099999999,4
MN,00006,14131.0,16769722.02,12
MN,70000,14063.0,141007.53,52
MN,59762,13737.0,373451.99,20
MN,49502,13375.0,3404208.9,4
MN,70377,12119.0,302507.22,13
MN,00480,11944.0,2620093.24,15
MN,57664,11371.0,853537.59,13
MN,00024,11236.0,39302819.480000004,11
MN,00517,11219.0,618035.62,15
MN,00078,11036.0,27263850.25,18
MN,67457,10923.0,215449.38,28
MN,50742,10711.0,537143.42,28
MN,55513,10688.0,14009614.030000001,19
MN,62559,10045.0,378429.21,19
MN,72241,10040.0,87222.11,8
MN,59353,9987.0,230428.99,2
MN,58657,9835.0,82733.44,17
MN,35573,9754.0,280574.96,7
MN,70436,9746.0,236438.66,16
MN,68094,9699.0,137180.45,9
MN,00009,9580.0,379341.77,7
MN,64764,9560.0,6258220.86,7
MN,46122,9536.0,112454.45,52
MN,76045,9246.0,87572.58,6
MN,69230,9224.0,112886.41,6
MN,72485,9125.0,240774.47,8
MN,00574,8946.0,338120.47000000003,16
MN,50242,8702.0,27730826.9,19
MN,00990,8508.0,92247.06,6
MN,70121,7783.0,103397.81,6
MN,75907,7697.0,337581.71,17
MN,61874,7636.0,10836513.04,1
MN,59148,7627.0,15651504.05,4
MN,70752,7533.0,94760.68,12
MN,59746,7529.0,231830.23,12
MN,49884,7152.0,434111.75,17
MN,55150,7046.0,148514.01,21
MN,39328,6885.0,190220.4,4
MN,00113,6676.0,140837.6,17
MN,43975,6621.0,278682.44,4
MN,72516,6105.0,93233.55,2
MN,54092,5628.0,5383237.14,7
MN,61958,5436.0,18929689.72,6
MN,62756,5331.0,196119.06,8
MN,63304,5173.0,186073.71,11
MN,42192,4914.0,210677.4,6
MN,62037,4888.0,269345.68,3
MN,00548,4804.0,1475400.23,5
MN,14539,4477.0,62938.47,1
MN,50474,4468.0,10347953.25,7
MN,83980,4354.0,60048.22,3
MN,42799,4352.0,88452.87,8
MN,00069,4272.0,5823952.2700000005,21
MN,25021,4090.0,122870.70000000001,30
MN,72572,4035.0,10855.37,17
MN,27437,3891.0,299581.35,1
MN,51660,3878.0,38821.43,8
MN,24385,3776.0,19532.8,18
MN,62175,3724.0,336518.76,5
MN,65649,3713.0,8965275.54,4
MN,70748,3676.0,296529.61,6
MN,73302,3526.0,181565.0,1
MN,51759,3417.0,2599247.48,4
MN,00245,3388.0,807287.4199999999,5
MN,68682,3383.0,450735.6,9
MN,72266,3232.0,17544.7,9
MN,57894,3219.0,28063681.03,7
MN,53489,3200.0,40383.05,6
MN,59385,3174.0,2074600.72,2
MN,75834,3093.0,87044.54000000001,11
MN,69680,2900.0,84587.89,2
MN,69292,2896.0,54664.31,3
MN,60687,2888.0,14869.320000000002,22
MN,61755,2845.0,5667611.5,4
MN,54838,2833.0,124176.5,5
MN,72252,2794.0,3663711.67,1
MN,76385,2758.0,57909.93,7
MN,69547,2740.0,266343.92,1
MN,61269,2716.0,316525.9,4
MN,17772,2711.0,1273413.66,2
MN,70512,2667.0,47578.97,4
MN,67618,2666.0,23254.41,6
MN,65219,2652.0,123648.1,8
MN,43393,2613.0,134992.55,2
MN,76282,2580.0,1639518.52,10
MN,60758,2524.0,111007.22,3
MN,72511,2460.0,1452057.22,2
MN,58406,2327.0,18419105.32,3
MN,51224,2300.0,38301.26,7
MN,65757,2258.0,3771000.42,3
MN,00469,2247.0,3111801.81,7
MN,00032,2234.0,3737738.8,1
MN,00472,2220.0,91294.18000000001,10
MN,11527,2163.0,36410.22,1
MN,81964,2029.0,67501.39,1
MN,71376,2017.0,806130.08,1
MN,72990,1983.0,43165.35,1
MN,00254,1962.0,253965.61,1
MN,72618,1918.0,2457796.11,1
MN,00944,1871.0,3203279.29,4
MN,52536,1805.0,246680.61,5
MN,72060,1800.0,2895682.2,1
MN,10542,1790.0,30941.79,1
MN,59011,1787.0,976471.38,1
MN,44206,1697.0,2577357.58,4
MN,81968,1687.0,1658113.8499999999,2
MN,71093,1683.0,31712.010000000002,5
MN,17433,1548.0,115138.67,1
MN,71930,1546.0,15409.27,3
MN,70127,1545.0,5415820.61,1
MN,69918,1535.0,76496.92,3
MN,00132,1491.0,24407.65,5
MN,42023,1489.0,71177.21,6
MN,52652,1452.0,883960.07,5
MN,71921,1451.0,44471.55,6
MN,69339,1448.0,14844.61,4
MN,50268,1386.0,19016.89,5
MN,00703,1362.0,11688.69,4
MN,49702,1361.0,4819667.22,6
MN,10572,1331.0,26407.28,2
MN,59310,1321.0,296576.72000000003,3
MN,51645,1311.0,4314.89,3
MN,58151,1281.0,728587.09,4
MN,11994,1277.0,44087.07,2
MN,61703,1274.0,17861.42,4
MN,75826,1260.0,9863.8,3
MN,73336,1192.0,604982.52,1
MN,64950,1185.0,51154.35,5
MN,44567,1185.0,9010.27,8
MN,73473,1164.0,19614.94,2
MN,65250,1105.0,297383.64,1
MN,61442,1088.0,18723.11,2
MN,24478,1047.0,461611.49,4
MN,66689,966.0,179628.95,5
MN,83257,950.0,1116405.94,5
MN,24658,938.0,182149.34,1
MN,71699,933.0,1193111.53,1
MN,47426,913.0,177525.57,2
MN,63646,910.0,22185.05,1
MN,60793,888.0,263711.19,3
MN,70370,851.0,6713782.88,1
MN,42794,789.0,21523.77,2
MN,82009,748.0,322844.26,16
MN,59365,732.0,808932.26,1
MN,00642,726.0,212555.38,2
MN,36000,722.0,7142.360000000001,7
MN,64875,697.0,56350.4,1
MN,51754,684.0,36565.38,6
MN,71399,672.0,1627.69,6
MN,24201,667.0,6400.94,1
MN,82293,654.0,24492.510000000002,1
MN,68546,629.0,4278222.58,3
MN,50881,615.0,1284811.15,1
MN,15054,595.0,642108.11,2
MN,24689,582.0,9288.43,2
MN,82182,547.0,85164.62,2
MN,68968,543.0,127852.82,4
MN,63704,532.0,1865.41,1
MN,69616,530.0,553895.79,1
MN,84386,498.0,9428.17,1
MN,66215,489.0,6438042.68,3
MN,62135,483.0,14274.36,9
MN,66794,466.0,244011.04,2
MN,65038,463.0,181062.15,1
MN,13925,452.0,22756.2,3
MN,00131,448.0,487104.33,1
MN,51167,421.0,9104838.14,3
MN,00008,420.0,63204.25,4
MN,29033,419.0,19914.18,3
MN,67386,418.0,3378852.85,3
MN,49401,405.0,1398483.47,1
MN,68135,403.0,5656845.36,2
MN,69076,390.0,11278.15,1
MN,00046,368.0,141760.31999999998,2
MN,70860,356.0,725.91,5
MN,00955,349.0,71319.47,2
MN,54859,347.0,36272.09,4
MN,66758,346.0,102610.88,2
MN,42494,342.0,23232.61,4
MN,59338,339.0,68463.27,1
MN,00071,337.0,107233.76000000001,2
MN,00049,321.0,157222.46000000002,3
MN,50102,315.0,59007.369999999995,6
MN,76329,312.0,5514.91,6
MN,59676,309.0,969584.06,4
MN,63402,304.0,349798.3,3
MN,57844,303.0,166149.31,1
MN,72611,303.0,17636.14,2
MN,73521,289.0,199089.97,1
MN,70727,284.0,116452.48,2
MN,65628,279.0,132743.47999999998,1
MN,00259,278.0,225190.85,1
MN,51079,272.0,10119.130000000001,3
MN,49348,271.0,2265.21,6
MN,10019,267.0,27541.03,3
MN,00562,264.0,19566.66,1
MN,70594,263.0,25774.64,3
MN,68992,255.0,168018.18,1
MN,39822,253.0,1589.98,4
MN,63459,247.0,506458.7,2
MN,42543,238.0,13359.58,2
MN,58468,237.0,659111.44,5
MN,83745,234.0,3765.8999999999996,1
MN,62011,233.0,808.45,5
MN,64406,231.0,1699870.02,3
MN,62935,229.0,151455.18,1
MN,62856,227.0,88546.02,3
MN,64896,225.0,187163.69,2
MN,81520,222.0,153417.13,1
MN,63739,220.0,5124.26,6
MN,43376,219.0,2144338.12,1
MN,56151,218.0,1199.2,3
MN,73562,208.0,509016.07,2
MN,54436,200.0,128883.45,1
MN,82625,190.0,80402.53,1
MN,70114,187.0,364079.33999999997,3
MN,00013,180.0,720518.4,2
MN,52246,180.0,82349.19,1
MN,51862,180.0,23431.79,6
MN,54643,179.0,7122.17,2
MN,80491,178.0,87532.54000000001,1
MN,13533,173.0,326229.8,4
MN,72065,169.0,107002.01,1
MN,83634,164.0,1033.54,2
MN,81942,163.0,330956.29,1
MN,51144,158.0,1650465.0899999999,2
MN,68727,153.0,1981082.0699999998,2
MN,65597,152.0,1010155.64,1
MN,00037,152.0,155759.77,3
MN,81665,149.0,31968.55,3
MN,57782,142.0,1443.52,1
MN,60923,140.0,3627286.2,1
MN,82580,139.0,113114.46,1
MN,81298,138.0,16509.2,2
MN,17270,136.0,4770.139999999999,1
MN,80610,135.0,124553.13,1
MN,00052,133.0,45605.25,2
MN,10122,132.0,5290736.82,3
MN,54482,123.0,6903.54,2
MN,55494,120.0,14482.16,1
MN,62225,119.0,45520.39,1
MN,55724,112.0,86875.88,1
MN,52427,111.0,18227.75,2
MN,70095,108.0,352.94,1
MN,62484,106.0,99756.45,2
MN,53436,106.0,94379.07,1
MN,72426,104.0,44974.95,2
MN,68084,104.0,174.23000000000002,2
MN,63090,102.0,3200927.58,2
MN,52015,102.0,434718.7,1
MN,66302,101.0,2015873.87,2
MN,00004,100.0,121548.9,1
MN,70515,97.0,43079.32,1
MN,73043,96.0,45713.8,1
MN,72028,95.0,1205089.57,1
MN,52856,94.0,1007215.08,1
MN,00075,94.0,1174.81,1
MN,71390,92.0,298.22,1
MN,67979,90.0,131455.22,1
MN,00096,90.0,8006.97,3
MN,71656,90.0,6758.55,3
MN,68308,88.0,2378.2200000000003,1
MN,82604,86.0,29899.48,1
MN,00299,85.0,510887.89,1
MN,66887,85.0,193039.31,2
MN,55135,83.0,360441.67,1
MN,73154,83.0,149536.59,1
MN,72974,81.0,134264.55,2
MN,73475,79.0,923194.69,2
MN,64370,79.0,50381.73,1
MN,73594,77.0,140660.44,1
MN,00430,77.0,18382.129999999997,1
MN,43066,72.0,545.82,3
MN,59922,68.0,28282.33,1
MN,69784,68.0,6925.12,2
MN,59528,66.0,851.58,1
MN,44523,65.0,2481.62,2
MN,00486,64.0,4780.0,2
MN,18657,63.0,1478.93,1
MN,75987,62.0,1827642.3599999999,2
MN,43068,60.0,168113.95,1
MN,42747,59.0,2853631.79,1
MN,64193,59.0,140916.47,1
MN,65145,59.0,235.06,1
MN,66658,58.0,349365.72,1
MN,69488,56.0,428290.98,2
MN,68982,56.0,175964.3,1
MN,81672,55.0,100322.87,1
MN,71369,52.0,885208.14,1
MN,67253,52.0,3382.85,1
MN,73150,49.0,1072593.55,1
MN,58914,48.0,31319.010000000002,1
MN,68418,47.0,144996.0,1
MN,83034,47.0,123216.08,1
MN,68817,46.0,144297.51,1
MN,54123,42.0,21569.559999999998,1
MN,25682,41.0,2631380.41,1
MN,69639,41.0,24210.29,1
MN,71671,41.0,8586.25,1
MN,74725,40.0,139233.05,1
MN,82260,39.0,1976.58,2
MN,82950,38.0,1366316.33,1
MN,00053,38.0,181984.57,1
MN,73625,37.0,335884.58999999997,1
MN,71143,37.0,24956.36,1
MN,73292,36.0,906066.0,1
MN,63020,36.0,1293.04,1
MN,63833,34.0,514804.01,2
MN,72626,34.0,290639.31,1
MN,80005,34.0,1055.78,2
MN,81583,31.0,388754.0,1
MN,70539,31.0,88157.5,1
MN,71258,30.0,105139.44,1
MN,81033,28.0,15555.59,1
MN,47783,27.0,1193952.21,1
MN,66685,27.0,530.75,1
MN,58284,26.0,44754.25,1
MN,83474,25.0,232.42000000000002,1
MN,81284,24.0,428.8,2
MN,83860,23.0,669126.0,1
MN,66733,23.0,49403.78,1
MN,00777,23.0,22075.57,1
MN,64679,23.0,8282.29,1
MN,80739,22.0,357653.0,1
MN,69932,21.0,80960.61,1
MN,71104,20.0,429492.84,1
MN,42658,20.0,2520.91,1
MN,71837,18.0,54398.05,1
MN,00281,17.0,654.79,1
MN,72606,16.0,41212.88,1
MN,69751,15.0,10474.67,1
MN,80789,14.0,148359.56,1
MN,73606,14.0,33198.85,1
MN,14789,14.0,0.0,1
MN,82194,13.0,248094.32,1
MN,73556,13.0,226568.0,1
MN,72579,13.0,195518.54,1
MN,82576,13.0,53288.0,1
MN,67308,13.0,6443.17,1
MN,82584,13.0,3299.56,1
MN,82685,13.0,179.69,1
MN,72829,12.0,397287.58,1
MN,73179,12.0,385576.68,1
MN,59572,12.0,244093.49,1
MN,75626,12.0,189078.99,1
MN,00575,12.0,43074.18,1
MN,53451,12.0,12337.2,1
MN,72495,12.0,3376.12,1
MN,46287,12.0,1873.32,1
MN,72319,12.0,585.1,1
MN,42388,11.0,258949.64,1
MN,76075,11.0,16820.18,1
MN,51285,11.0,10130.58,1
MN,57841,11.0,8473.76,1
MN,13517,11.0,6426.0,1
MN,71839,11.0,607.92,1
MO,65862,632945.0,9923412.65,103
MO,29300,399437.0,5066696.45,32
MO,31722,394967.0,7005882.12,97
MO,68180,380017.0,6005594.65,60
MO,68382,359751.0,4969739.8,66
MO,16714,311135.0,5329445.74,107
MO,00093,273592.0,4854149.16,74
MO,68462,267639.0,4969703.46,71
MO,67877,242732.0,3776513.86,58
MO,60505,235420.0,4158944.84,64
MO,68645,234641.0,2238705.8,16
MO,00173,221676.0,29902594.57,12
MO,16571,215923.0,3140964.23,46
MO,00002,191787.0,162038409.47,22
MO,59651,181973.0,3039255.48,84
MO,00904,181705.0,1635593.89,100
MO,70010,181675.0,2976592.07,23
MO,68001,160000.0,2508416.28,65
MO,42806,155245.0,2484990.26,28
MO,43547,151410.0,2183360.38,35
MO,69097,146074.0,2798484.28,37
MO,00406,144474.0,3245824.24,15
MO,27241,143441.0,2811799.38,30
MO,55111,142147.0,2299775.83,37
MO,13668,136875.0,2010365.5,28
MO,45802,133818.0,2847964.13,45
MO,00378,132790.0,2902635.76,75
MO,00338,129742.0,695815.53,26
MO,72205,128555.0,2192528.57,30
MO,62332,127109.0,2128310.66,60
MO,50228,119588.0,1851993.99,24
MO,69238,118264.0,2050463.12,36
MO,65162,111873.0,2751647.34,51
MO,50111,110870.0,1377716.3,7
MO,57237,106019.0,1608171.78,35
MO,00597,104335.0,54919931.26,12
MO,23155,102145.0,1532985.55,61
MO,00186,95067.0,24566319.5,3
MO,43598,93525.0,2148796.03,53
MO,70710,91440.0,1931964.97,37
MO,00143,91190.0,1454349.79,46
MO,00054,90947.0,1936142.8599999999,33
MO,64380,90028.0,1216452.27,32
MO,72888,87363.0,1522473.76,41
MO,00536,82414.0,1803467.8,27
MO,69315,74847.0,1085666.51,19
MO,70954,72761.0,1378925.13,36
MO,13107,68249.0,1027889.52,6
MO,00088,61764.0,7189014.56,3
MO,72603,60837.0,1044140.1,57
MO,64980,60723.0,1154714.99,43
MO,51672,59520.0,1205081.8699999999,45
MO,63323,59398.0,377296.16000000003,61
MO,00169,58943.0,57892872.68,16
MO,00409,58892.0,441195.67,50
MO,00555,58105.0,1197425.42,31
MO,00228,57206.0,1145993.9,13
MO,59417,56548.0,21436264.11,1
MO,00121,56540.0,1547556.28,32
MO,50458,55930.0,79727159.55,11
MO,53746,55746.0,890032.09,16
MO,69452,55204.0,930604.84,38
MO,47781,54673.0,594098.94,16
MO,70700,54185.0,1046105.36,32
MO,16729,50519.0,809651.71,29
MO,00003,48798.0,32189146.14,11
MO,70756,47647.0,822704.8,24
MO,33342,46255.0,788816.0,38
MO,13811,44721.0,1514041.67,9
MO,00172,44387.0,569643.71,5
MO,12496,42485.0,23675942.099999998,3
MO,45963,41737.0,661684.5700000001,6
MO,00185,38528.0,710232.34,6
MO,00264,38503.0,165615.19,15
MO,21922,36958.0,879259.76,15
MO,00641,36346.0,77782.41,27
MO,27808,35536.0,726809.65,11
MO,00781,34662.0,976284.03,40
MO,00591,33901.0,1067706.21,39
MO,69584,33868.0,485958.68,7
MO,66993,32560.0,4171302.3099999996,18
MO,00310,32282.0,26652184.71,17
MO,10702,31953.0,607311.48,13
MO,72578,31880.0,584902.18,26
MO,00603,31744.0,1461410.3,13
MO,49483,31590.0,358445.15,9
MO,60219,31556.0,603046.57,20
MO,00115,28781.0,890569.38,21
MO,00832,27238.0,811139.0599999999,30
MO,70377,26725.0,510003.4,14
MO,76204,26610.0,581604.42,4
MO,00168,26556.0,582995.78,12
MO,50742,25933.0,671995.2,24
MO,51991,25213.0,520505.47,15
MO,69367,25187.0,430520.1,33
MO,24979,25169.0,705444.86,11
MO,00527,24384.0,907203.65,25
MO,61874,23234.0,32127177.6,2
MO,52817,23073.0,422467.44,19
MO,00487,22465.0,670569.85,3
MO,71288,21478.0,187529.57,19
MO,58657,21379.0,299051.87,16
MO,00006,21176.0,15328212.24,13
MO,24208,20717.0,1383994.38,23
MO,42385,20573.0,305387.85,5
MO,00456,20509.0,9126193.6,7
MO,61314,20365.0,456676.65,14
MO,60687,20049.0,13270.03,74
MO,75834,20020.0,328457.4,12
MO,00078,19727.0,37139357.910000004,19
MO,42858,19506.0,563191.38,8
MO,00074,18782.0,121296426.74,16
MO,59148,17824.0,37152988.449999996,5
MO,69547,17707.0,1040107.15,1
MO,47335,17376.0,857067.09,18
MO,61958,17259.0,68851244.57000001,7
MO,00713,16947.0,575213.39,21
MO,25021,16803.0,74893.0,30
MO,42571,16614.0,356540.79,23
MO,11534,16504.0,204879.41,5
MO,59762,15729.0,381461.12,20
MO,55150,15544.0,193542.73,29
MO,70436,15264.0,403214.48,15
MO,70069,14710.0,283505.53,24
MO,00009,14017.0,264986.29,10
MO,78206,13850.0,6233786.71,7
MO,49884,13771.0,1175426.48,22
MO,49502,13666.0,4529214.91,5
MO,00990,13614.0,77065.18,8
MO,67457,13097.0,119419.35,21
MO,00407,12830.0,1087537.98,4
MO,62756,12398.0,385091.08999999997,12
MO,57664,12008.0,402940.32,15
MO,65757,11867.0,22483320.0,4
MO,62559,11748.0,412602.09,22
MO,75907,10993.0,293910.06,19
MO,64764,10876.0,8404179.79,4
MO,59746,10646.0,219647.02,13
MO,43386,10618.0,400544.73,9
MO,55513,10617.0,10448833.18,20
MO,49230,10536.0,540283.58,3
MO,70752,10230.0,121807.04000000001,11
MO,00517,9813.0,486869.38,15
MO,39328,9347.0,141470.35,3
MO,00023,9314.0,6897697.5200000005,10
MO,00187,9285.0,424983.48,3
MO,72618,9274.0,9109391.58,1
MO,73070,9095.0,2001442.0,2
MO,72572,8829.0,18126.45,23
MO,00574,8814.0,359446.59,19
MO,24478,8690.0,3862250.7399999998,4
MO,70121,8617.0,199566.04,8
MO,63304,8538.0,191136.1,10
MO,35573,8249.0,257903.95,7
MO,72241,8195.0,98338.78,9
MO,68094,8153.0,126335.15,9
MO,72516,7983.0,118874.61,2
MO,42799,7622.0,168306.85,9
MO,51759,7602.0,9448118.88,3
MO,68682,7523.0,617387.36,7
MO,72485,7465.0,140968.42,8
MO,00642,7400.0,2429679.96,3
MO,50242,7183.0,35929761.730000004,18
MO,64850,6616.0,187712.66,3
MO,42192,6472.0,211108.98,5
MO,70000,6432.0,148883.57,26
MO,69292,6126.0,98784.88,4
MO,43975,6110.0,253093.31,4
MO,83980,6033.0,96713.76,3
MO,53489,6001.0,98200.43000000001,4
MO,68084,5990.0,30746.08,36
MO,00548,5856.0,1641898.84,6
MO,51660,5640.0,79579.11,2
MO,00245,5525.0,104420.85,8
MO,14539,5485.0,93661.52,1
MO,00024,5409.0,15702033.91,6
MO,72060,5363.0,8475006.48,1
MO,72266,5320.0,21246.5,9
MO,17772,5055.0,3684225.66,3
MO,00430,4825.0,1498704.93,1
MO,72511,4705.0,2617004.54,2
MO,61442,4700.0,77251.71,5
MO,69680,4574.0,62403.63,3
MO,62175,4531.0,168581.51,6
MO,62037,4489.0,145613.88999999998,3
MO,50474,4453.0,7378263.68,7
MO,69339,4441.0,68594.18,4
MO,52246,4342.0,1245245.79,2
MO,00480,4314.0,137857.01,13
MO,69230,4191.0,80824.04000000001,4
MO,54092,4101.0,966150.0,5
MO,46122,4051.0,93234.12,21
MO,00046,4032.0,1236367.74,2
MO,00472,3899.0,78179.13,8
MO,10572,3879.0,117874.19,3
MO,00703,3806.0,22618.9,4
MO,65649,3748.0,8742677.91,5
MO,76045,3742.0,25505.08,7
MO,49702,3692.0,13293006.76,7
MO,70748,3618.0,140551.86,7
MO,54838,3605.0,149621.25,6
MO,65219,3574.0,795839.5499999999,14
MO,50268,3337.0,757.74,32
MO,70677,3214.0,64375.99,21
MO,00032,3172.0,5855582.76,1
MO,71921,3163.0,50845.72,5
MO,00069,2974.0,6961789.6899999995,12
MO,71093,2907.0,56538.3,4
MO,50419,2889.0,4995199.59,13
MO,59011,2841.0,1539341.93,3
MO,61755,2720.0,2664399.46,4
MO,44567,2707.0,27784.79,9
MO,60758,2698.0,114475.96,4
MO,11527,2629.0,48269.75,1
MO,69918,2554.0,90856.11,4
MO,76385,2499.0,43065.1,7
MO,51079,2469.0,753.78,16
MO,68546,2369.0,14585669.440000001,2
MO,00469,2274.0,2750905.42,6
MO,52652,2253.0,1217250.6,5
MO,70127,2157.0,6259180.4,1
MO,58406,2083.0,16620119.790000001,3
MO,57894,2014.0,26655713.369999997,8
MO,68992,2001.0,856122.14,1
MO,70860,1946.0,2800.77,8
MO,24658,1936.0,30567.550000000003,1
MO,00116,1897.0,54723.55,2
MO,76282,1886.0,23058.46,8
MO,72252,1769.0,2288974.71,1
MO,44206,1744.0,2570128.29,4
MO,75826,1744.0,23580.440000000002,2
MO,42023,1671.0,48034.42,9
MO,64950,1669.0,86148.01,6
MO,84386,1639.0,26466.15,1
MO,63739,1630.0,378.81,16
MO,66794,1557.0,260128.43,5
MO,82293,1511.0,66383.31999999999,2
MO,00254,1479.0,83045.85,2
MO,70512,1468.0,18933.23,3
MO,81964,1389.0,23718.38,1
MO,36000,1344.0,4142.01,6
MO,76329,1310.0,80299.94,8
MO,00113,1298.0,34582.93,8
MO,71376,1247.0,521062.06,1
MO,73562,1244.0,2472145.97,1
MO,71699,1195.0,1246885.46,1
MO,66689,1140.0,175518.29,7
MO,71671,1116.0,232519.95,1
MO,82625,1104.0,451868.58,1
MO,81952,1078.0,70876.41,2
MO,00065,1069.0,41554.51,4
MO,59676,1035.0,3512010.26,3
MO,13533,1023.0,2826130.72,5
MO,52536,1002.0,163170.62,8
MO,81298,992.0,6484.01,2
MO,75854,957.0,55340.19,2
MO,24385,944.0,14061.56,12
MO,43068,929.0,1591548.22,1
MO,60793,916.0,353839.03,4
MO,51224,857.0,13178.86,4
MO,50222,849.0,3019231.11,2
MO,42794,794.0,66499.15,4
MO,68968,769.0,148386.13,3
MO,63646,734.0,17701.6,1
MO,58284,729.0,1145262.29,1
MO,51167,707.0,17723070.119999997,1
MO,70594,699.0,77481.31999999999,3
MO,49401,693.0,2632383.85,1
MO,63402,690.0,1302047.6,2
MO,61703,687.0,18123.6,4
MO,11994,684.0,212705.56,1
MO,69616,674.0,1291843.9100000001,2
MO,64896,665.0,1021574.33,2
MO,62135,657.0,17754.49,7
MO,58468,629.0,3237046.21,5
MO,51754,624.0,12228.35,3
MO,68308,614.0,236514.6,6
MO,62584,589.0,99.22,2
MO,51862,584.0,133709.38,6
MO,39822,557.0,1645.8600000000001,5
MO,61269,544.0,72493.05,7
MO,10542,544.0,9248.380000000001,1
MO,81968,543.0,476753.4,2
MO,00562,541.0,61649.060000000005,1
MO,73336,539.0,244964.97,1
MO,82182,534.0,61401.56,2
MO,53436,527.0,540926.25,1
MO,54643,520.0,14502.720000000001,2
MO,24689,498.0,7780.23,2
MO,42543,454.0,13551.35,2
MO,71930,440.0,12384.86,3
MO,83034,411.0,492011.13999999996,1
MO,82009,409.0,234238.8,2
MO,50102,405.0,7269.61,4
MO,72611,404.0,259.06,2
MO,62856,387.0,863365.88,2
MO,72819,383.0,19681.7,1
MO,00037,379.0,79424.58,1
MO,83257,376.0,94904.73,4
MO,71839,375.0,29270.5,4
MO,13925,373.0,13893.08,3
MO,43066,373.0,7167.69,4
MO,59310,372.0,50945.13,3
MO,71351,371.0,1119.8,1
MO,66302,370.0,3731449.55,3
MO,00944,368.0,1550301.2,5
MO,73473,341.0,9276.34,2
MO,46287,330.0,173104.69,3
MO,00281,321.0,5856.0,1
MO,51645,315.0,3427.5,2
MO,62484,309.0,220136.49,2
MO,82667,309.0,90864.39,3
MO,66220,306.0,99033.65,2
MO,72319,306.0,7188.150000000001,2
MO,80830,303.0,2959.2,2
MO,10370,302.0,44667.58,2
MO,70370,301.0,2404464.89,1
MO,00013,301.0,1115274.86,2
MO,60923,300.0,7446265.99,2
MO,70165,290.0,160047.13,2
MO,00008,279.0,117168.95999999999,2
MO,42494,274.0,23768.489999999998,2
MO,67618,274.0,3555.37,3
MO,68982,258.0,1669338.52,2
MO,81284,251.0,1583.35,2
MO,55566,249.0,48395.05,2
MO,71656,248.0,22963.75,5
MO,59365,245.0,260684.14,1
MO,65250,241.0,57265.97,2
MO,68727,230.0,3390215.93,2
MO,70727,227.0,78211.79000000001,2
MO,69751,223.0,82512.27,1
MO,65038,222.0,60189.630000000005,1
MO,82576,216.0,866393.5800000001,1
MO,59572,208.0,4037394.97,1
MO,70515,206.0,152878.32,2
MO,72028,204.0,2465153.51,1
MO,42747,197.0,5576492.16,2
MO,47426,191.0,36261.97,1
MO,62935,177.0,129758.73000000001,1
MO,59922,176.0,62671.850000000006,1
MO,81665,172.0,24546.33,3
MO,67386,168.0,401996.08999999997,2
MO,17433,168.0,13625.93,1
MO,59467,167.0,22292.03,1
MO,00071,165.0,14431.89,2
MO,66215,163.0,1939686.8599999999,1
MO,52268,162.0,14739.93,3
MO,44523,161.0,5333.35,2
MO,58151,158.0,11876.89,1
MO,00131,154.0,19552.58,1
MO,82685,153.0,2491.66,1
MO,83634,152.0,258.67,3
MO,00178,149.0,164287.97,4
MO,63481,147.0,34669.8,1
MO,50881,146.0,644767.88,2
MO,43376,142.0,1861390.59,1
MO,57970,140.0,386900.68,1
MO,70095,140.0,594.93,3
MO,59385,133.0,68132.97,2
MO,00486,133.0,4280.849999999999,2
MO,65145,130.0,132.73,1
MO,83745,129.0,6069.67,3
MO,59528,127.0,2797.32,1
MO,29978,125.0,2803.84,1
MO,73154,120.0,215802.64,1
MO,66758,120.0,6904.49,3
MO,00004,115.0,2662.21,1
MO,64208,114.0,1592512.42,1
MO,73302,108.0,5462.41,1
MO,24201,108.0,2266.2200000000003,1
MO,53451,107.0,87130.76,1
MO,64370,106.0,72663.32,1
MO,54123,105.0,50617.0,1
MO,75987,104.0,3679903.57,2
MO,82260,104.0,1532.1100000000001,1
MO,76125,99.0,489401.9,2
MO,57844,93.0,61947.15,1
MO,72426,92.0,37653.04,1
MO,72626,90.0,646406.02,1
MO,15054,89.0,94604.54000000001,2
MO,17270,89.0,1161.79,1
MO,00259,87.0,38300.96,2
MO,21724,85.0,28981.97,1
MO,00299,85.0,1964.1599999999999,1
MO,83301,84.0,1135.1,2
MO,64406,82.0,647579.6599999999,3
MO,65597,82.0,575326.59,1
