product_name,total_units,total_prescriptions,total_medicaid_spending,total_non_medicaid_spending,total_reimbursed,ndc_count,labeler_count
DULOXETINE,156108894.685,3205653.0,47149512.27,813459.63,47962971.9,81,14
ESTRADIOL,45523001.574,1126971.0,47016487.63,854496.55,47870984.18,108,22
IBRANCE 12,61285.0,2916.0,46306263.53,1089122.68,47395386.21,2,1
DULERA 200,1802936.233,128909.0,46305741.97,638416.38,46944158.35,2,1
CREON 2400,5964255.0,22631.0,46186856.87,2517900.4699999997,48704757.34,1,1
SUBOXONE 1,2635964.0,85867.0,46166595.28,73752.76000000001,46240348.04,2,1
CLONIDINE,223525157.343,4379741.0,46123470.97,1364129.66,47487600.63,90,24
REVLIMID (,53492.0,2548.0,46075708.37,333168.66,46408877.03,7,1
VYVANSE 70,3694903.0,125490.0,45842193.88,907921.54,46750115.42,1,1
BLINCYTO,9100.361,3282.0,45758002.5,432134.5,46190137.0,2,1
WAKIX (PIT,177657.0,3818.0,45692387.71,1219547.11,46911934.82,2,1
INGREZZA 6,167398.0,5806.0,45655924.74,231484.0,45887408.74,1,1
BUSPIRONE,295546553.558,3939836.0,45298953.08,703380.92,46002334.0,124,18
LEVETIRACE,436041005.923,2301971.0,45142204.43,1629380.9,46771585.33,200,44
RELAFEN DS,799083.0,12250.0,45138885.620000005,4868.25,45143753.870000005,2,1
AZSTARYS,3399689.0,115039.0,44816062.92,2611700.34,47427763.26,3,1
VERZENIO 1,159992.0,3234.0,44756541.22,194806.74,44951347.96,2,1
IBSRELA,1489089.0,22668.0,44692009.2,132219.7,44824228.9,1,1
PREDNISOLO,65744507.826,1939072.0,44649126.34,729192.53,45378318.87,41,17
KESIMPTA 2,2020.4,4664.0,44565181.24,718248.57,45283429.81,1,1
TRIAMCINOL,304706119.293,3714928.0,44454366.84,8239277.300000001,52693644.14,143,23
METOPROLOL,264479971.553,4335560.0,44271360.02,1098109.27,45369469.29,267,41
OSELTAMIVI,90147676.447,1715779.0,44108989.0,601628.72,44710617.72,46,17
SKYCLARYS,128934.0,1508.0,44104037.14,2760560.57,46864597.71,2,2
RYBELSUS,1391965.0,36544.0,43709596.85,1017500.33,44727097.18,3,1
ULTOMIRIS,22407.8,897.0,43688433.52,1231317.87,44919751.39,2,1
AUSTEDO (T,433378.0,6842.0,43458067.01,437440.51,43895507.519999996,3,1
REXULTI 0.,896367.0,29527.0,43380623.79,242364.12,43622987.91,2,1
REPATHA SU,157529.0,64701.0,43064909.39,1120443.42,44185352.81,3,1
AZITHROMYC,49910388.275,4018710.0,43027605.04,1590309.95,44617914.99,128,29
TOPIRAMATE,144496676.255,2094680.0,42758877.87,1230536.62,43989414.49,124,22
DIVALPROEX,166061120.813,2069130.0,42598027.08,962214.81,43560241.89,106,21
POTASSIUM,102690480.844,1375062.0,42504806.16,4134215.81,46639021.97,280,59
VIGADRONE,497464.0,4474.0,42449400.93,3134313.3,45583714.230000004,2,1
RINVOQ 45M,100842.0,3368.0,42280708.78,1242370.4,43523079.18,1,1
MONTELUKAS,172182597.047,4191382.0,41797955.83,770127.67,42568083.5,67,22
HIZENTRA,67965.74,13438.0,41711874.42,4128647.05,45840521.47,12,1
ZEPBOUND 5,81416.0,40711.0,41474060.519999996,531508.8,42005569.32,1,1
NAYZILAM 5,14192.2,52612.0,41304216.15,3559550.7,44863766.85,1,1
BREZTRI 16,690935.8,63002.0,40740763.06,529599.19,41270362.25,2,1
VABYSMO 6M,1681.776,29377.0,40613717.4,20537373.52,61151090.92,2,1
AIMOVIG AU,56486.0,52760.0,40435995.71,1153531.16,41589526.87,2,1
INCRUSE EL,3511852.4,108572.0,40391288.51,294481.95,40685770.46,2,1
CEPHALEXIN,204586721.714,3017034.0,40370917.63,519954.65,40890872.28,55,11
BUPREN&NAL,15428988.877,448867.0,40346685.36,263808.17,40610493.53,8,1
ORENCIA,48048.08,15599.0,40321034.62,12302308.66,52623343.28,3,1
ORENITRAM,376642.49,3275.0,40300581.55,139957.97,40440539.52,5,1
FERRIPROX,420805.0,1726.0,40233793.63,623240.89,40857034.52,3,1
REZDIFFRA/,295527.0,9171.0,40218231.9,128359.23,40346591.13,3,1
XIIDRA,734213.0,46870.0,40089465.31,418393.39,40507858.7,2,2
VIVITROL 3,28441.856,27136.0,39997073.98,366810.35000000003,40363884.33,1,1
HUMIRA 80M,5972.897,2119.0,39982200.17,289692.79000000004,40271892.96,1,1
BRILINTA 9,5355063.5,70285.0,39733246.92,317712.4,40050959.32,2,1
CIMZIA (2,9165.916,8286.0,39616375.45,1796506.08,41412881.53,2,1
ENHERTU-10,17028.584,6089.0,39558532.57,8510013.2,48068545.769999996,1,1
VRAYLAR 1.,815610.0,27423.0,39088183.17,458810.53,39546993.7,2,1
RISPERIDON,122814203.476,2511783.0,39013916.47,942891.85,39956808.32,85,14
ACETAMINOP,363531307.424,4099544.0,38980075.57,11322694.66,50302770.23,167,39
OXYCODONE,149884842.188,2665383.0,38958537.24,1159110.67,40117647.91,139,22
JULUCA,334495.0,10174.0,38827222.17,414031.39,39241253.56,1,1
JYNARQUE 4,102452.0,1842.0,38697456.22,315168.72000000003,39012624.94,1,1
EMFLAZA,107881.0,3450.0,38682848.04,2431242.19,41114090.23,5,1
SPIRIVA HA,3514269.0,102007.0,38676563.11,133048.19,38809611.3,3,1
BIMZELX 2,4992.0,2097.0,38499904.07,420949.16000000003,38920853.230000004,2,1
"IMFINZI, 5",131576.13999999998,4997.0,38454202.410000004,8399963.08,46854165.49,1,1
HYDROCORTI,119543069.383,2236513.0,38081305.8,288139.19,38369444.99,100,31
EVRYSDI 60,243440.0,1651.0,38081004.86,3320358.6100000003,41401363.47,1,1
XARELTO  R,2168359.0,41780.0,38009843.37,749979.54,38759822.91,11,1
ENBREL,20086.23,5210.0,37927084.71,392299.38,38319384.09,5,1
ODEFSEY (E,309181.0,9534.0,37891741.23,554734.88,38446476.11,1,1
AJOVY AUTO,79930.626,47170.0,37890932.96,736810.16,38627743.12,2,1
TYVASO DPI,1574.013,1523.0,37832332.56,418831.82,38251164.38,5,1
VYVGART HY,13727.152,1565.0,37821962.97,2894542.48,40716505.45,2,1
CONCERTA 3,2868507.336,85626.0,37770739.94,591923.86,38362663.8,1,1
BRUKINSA,293615.0,2669.0,37763871.87,482230.79,38246102.66,1,1
EPCLUSA 40,45576.0,1639.0,37623537.92,641192.69,38264730.61,1,1
LOSARTAN P,201968024.199,3760341.0,37616406.35,466637.96,38083044.31,145,23
PANTOPRAZO,169881840.642,3821481.0,37398892.5,3806433.86,41205326.36,90,34
TRETINOIN,22687180.955,627554.0,37350971.97,679066.63,38030038.6,53,13
HUMALOG,5786972.71,228003.0,37272945.11,2047897.01,39320842.12,4,1
XTANDI,259962.0,2731.0,37245588.53,149117.81,37394706.339999996,3,1
DULERA,1463691.8,105279.0,37085562.96,436747.03,37522309.99,5,1
TRILEPTAL,16536394.8,38384.0,37001945.46,1083729.18,38085674.64,4,1
DOXYCYCLIN,70337980.366,2689879.0,36927630.82,777029.9,37704660.72,130,38
OMNITROPE,61018.274,8320.0,36811054.13,2121491.0,38932545.13,3,1
ATOMOXETIN,43328705.496,1263045.0,36787767.38,1222313.12,38010080.5,51,9
KETOCONAZO,188740611.667,1962366.0,36785645.56,385624.66,37171270.22,29,14
SYNJARDY X,2831129.0,49517.0,36617113.44,691656.24,37308769.68,8,1
DOLOBID,1055006.0,11270.0,36593347.55,3677.31,36597024.86,2,1
SYNTHROID,20532850.275,571796.0,36395174.71,254347.0,36649521.71,29,1
INVOKANA,1853354.0,44395.0,36240776.8,102299.77,36343076.57,4,1
XYWAV,989100.0,2218.0,36160035.12,843995.6,37004030.72,1,1
POLYETHYLE,869768428.642,2052781.0,36131576.84,51499.5,36183076.339999996,41,15
BREZTRI AE,622675.84,54181.0,35983809.12,1459423.64,37443232.76,2,1
WAKIX,136980.0,2928.0,35958870.21,933746.0,36892616.21,2,1
REPATHA (E,132131.5,57030.0,35820563.24,424086.36,36244649.6,5,1
IMBRUVICA,69616.0,2080.0,35699566.02,349647.73000000004,36049213.75,5,1
SKYRIZI 36,4149.6,1728.0,35512841.51,1513058.98,37025900.49,1,1
VEMLIDY,721003.0,20989.0,35365649.72,114942.45,35480592.169999994,1,1
XELJANZ,441374.0,5854.0,35264309.04,279051.91,35543360.95,3,1
VRAYLAR 3,732808.0,24192.0,35174628.12,339381.85000000003,35514009.97,1,1
DULERA 100,1362006.5,98611.0,35020235.62,552500.74,35572736.36,2,1
JANUMET,6394558.0,74845.0,34964746.49,253930.02,35218676.51,6,1
AJOVY (FRE,74876.573,45674.0,34881527.94,922123.41,35803651.35,2,1
PARAGARD T,32803.396,32182.0,34871063.52,1138962.73,36010026.25,3,2
RISPERDAL,197207.68,29310.0,34756471.36,357550.81,35114022.17,11,1
QVAR BA IN,1485827.392,134024.0,34718447.12,997680.66,35716127.78,2,1
TOUJEO MAX,391768.3,38340.0,34701893.69,1079542.16,35781435.85,1,1
EVRYSDI  R,197230.0,1244.0,34520779.1,1139480.86,35660259.96,2,1
NUCALA,10209.77,9241.0,34396322.04,1714941.61,36111263.65,4,1
KOSELUGO,255642.0,2416.0,34157551.76,1071764.72,35229316.48,2,1
UPTRAVI,95621.0,1504.0,34102892.89,713971.34,34816864.23,9,1
SKYTROFA,16704.0,3847.0,33958345.77,495677.69,34454023.46,9,1
SPIRIVA 30,3053950.0,89587.0,33844340.1,360731.75,34205071.85,1,1
SKYRIZI 60,40782.840000000004,3272.0,33719970.46,1553443.24,35273413.7,1,1
XTANDI 40M,272921.0,2362.0,33293319.57,257867.33,33551186.9,2,1
INFLECTRA,90936.02,17481.0,33251696.83,2886408.56,36138105.39,1,1
ZURZUVAE 2,60593.0,2310.0,33161431.68,1604067.54,34765499.22,1,1
ROSUVASTAT,146471428.3,2855612.0,32638045.26,484901.95,33122947.21,135,20
NITROFURAN,21964883.605,1416044.0,32483525.63,699402.1,33182927.73,48,25
DUVYZAT,127820.0,631.0,32405765.83,2402234.85,34808000.68,1,1
GEMTESA,2014020.3,56235.0,32034480.58,705985.86,32740466.44,2,1
TACROLIMUS,55814887.207,596553.0,31981269.14,2476960.7600000002,34458229.9,66,18
TYSABRI (N,5002.543,5022.0,31959259.34,5076974.57,37036233.910000004,1,1
ZEPBOUND 7,61955.5,30987.0,31597821.79,386124.62,31983946.41,1,1
ARISTADA 1,33904.883,8777.0,31259064.11,346762.76,31605826.87,1,1
METRONIDAZ,70208187.783,2430831.0,31069071.99,3425063.94,34494135.93,80,30
ADEMPAS 2.,198933.0,2233.0,31034187.32,146510.92,31180698.240000002,1,1
ALYFTREK,66668.0,1150.0,31031175.82,862513.27,31893689.09,2,1
CIPROFLOXA,12708679.039,994948.0,30967343.06,1038188.05,32005531.11,70,30
INSULIN GL,4490322.4,280361.0,30913040.65,772762.38,31685803.03,11,3
UPTRAVI (S,89869.0,1478.0,30828533.92,1156638.76,31985172.68,9,1
FABRAZYME,9189.326000000001,2572.0,30636755.71,4777541.5,35414297.21,2,1
IMFINZI,122281.8,5228.0,30591201.5,11991420.18,42582621.68,2,1
PREDNISONE,81631383.361,4253596.0,30389766.36,1978478.19,32368244.55,120,13
ZENPEP DR,4338658.0,14878.0,30216151.13,1589949.86,31806100.99,8,1
ARISTADA E,32834.359,11338.0,30096986.9,406331.16000000003,30503318.06,4,1
VIGABATRIN,908454.0,7040.0,30056017.9,1887808.91,31943826.81,7,6
LORATADINE,160069241.66,3520347.0,30046309.65,102461.77,30148771.42,80,22
TIVICAY 50,424184.0,12745.0,29787515.51,680092.35,30467607.86,1,1
JULUCA 50M,256484.0,7425.0,29767016.24,348402.93,30115419.17,1,1
VYVANSE 10,2390933.0,77873.0,29751032.6,545775.3099999999,30296807.91,2,1
VENLAFAXIN,96215479.475,2108248.0,29722313.62,459915.36,30182228.98,173,29
PROPRANOLO,153952977.684,2098062.0,29697254.84,417718.06,30114972.9,90,17
STERILE WA,151925416.776,117432.0,29685624.87,729478.71,30415103.580000002,42,9
XARELTO 20,1622673.0,42452.0,29570638.51,887222.65,30457861.16,4,1
ZEPBOUND 2,58192.0,29105.0,29538045.55,482427.42,30020472.970000003,1,1
JYNARQUE,78260.0,1398.0,29502519.36,150730.1,29653249.46,5,1
VUMERITY 2,397330.0,2974.0,29391779.12,306131.72,29697910.84,1,1
HEMLIBRA 6,1829.5710000000001,1089.0,29348577.07,647819.76,29996396.83,1,1
ENVARSUS X,3680726.522,47483.0,29341028.93,7920760.27,37261789.2,6,1
ADBRY AUTO,29827.0,7417.0,29218319.12,458522.7,29676841.82,2,1
EMFLAZA (D,78103.0,2498.0,29218126.55,2102610.17,31320736.72,5,1
XARELTO 10,1578005.2,45972.0,29126878.85,876850.76,30003729.61,3,1
MEDROXYPRO,8417090.448,897085.0,29083632.77,1522412.8699999999,30606045.64,39,11
LYNPARZA,204067.0,1956.0,28989175.14,183308.62,29172483.759999998,4,1
VABYSMO,1449.08,24355.0,28854204.0,21256353.13,50110557.13,2,1
NALOXONE H,201618.159,517735.0,28848518.31,264607.46,29113125.77,35,19
DAYBUE 200,1395900.0,676.0,28769796.67,4678273.16,33448069.830000002,1,1
REPATHA  E,103731.5,51040.0,28764126.15,389889.04,29154015.19,6,1
MIRABEGRON,3070060.63,81053.0,28722262.13,939320.44,29661582.57,8,2
APTIOM,703268.0,14571.0,28685146.66,1239559.93,29924706.59,4,1
SAPHNELO,13154.954,7056.0,28574389.18,5137314.63,33711703.81,1,1
RYBELSUS 3,891025.0,24676.0,28535327.46,358489.01,28893816.47,1,1
ALYFTREK (,69496.0,1194.0,28362355.87,4360789.23,32723145.1,2,1
UBRELVY 50,273569.0,26710.0,28313783.849999998,190032.37,28503816.22,2,1
REZDIFFRA,209058.0,6895.0,28188064.88,185002.75999999998,28373067.64,3,1
LIVMARLI,16115.0,500.0,28160629.0,2186946.51,30347575.509999998,1,1
BRILINTA,3815660.0,49058.0,28084286.71,295961.13,28380247.84,3,1
GVOKE HYPO,16867.04,49520.0,28062421.78,1267861.04,29330282.82,3,1
SOLIRIS,7015.569,1299.0,28029956.28,2498848.54,30528804.82,1,1
SAXENDA,327030.0,23804.0,28015443.02,273291.66,28288734.68,1,1
ELAPRASE 6,25500.5,1238.0,27998887.94,399280.6,28398168.54,1,1
ZORYVE / 6,1908255.0,31860.0,27959578.28,509837.54000000004,28469415.82,2,1
GENVOYA TA,214567.0,6678.0,27897639.04,616249.66,28513888.7,1,1
OFEV,124729.0,2071.0,27699652.37,52495.75,27752148.12,2,1
TRODELVY,14846.29,5345.0,27650168.55,4000004.08,31650172.63,1,1
ENHERTU,13402.93,4834.0,27593914.9,6278549.74,33872464.64,1,1
OLANZAPINE,67330820.303,1956040.0,27400763.72,624939.62,28025703.34,151,19
HYDROXYM,657801.7,12299.0,27358199.9,0.0,27358199.9,1,1
NEMLUVIO,6880.0,4730.0,27225328.080000002,202043.51,27427371.59,1,1
TAKHZYRO,2212.0,594.0,27224306.73,1439766.42,28664073.15,1,1
REXULTI 3.,563200.0,18154.0,27210297.11,134177.99,27344475.1,1,1
POMALYST,24113.0,1173.0,27080254.93,340970.66000000003,27421225.59,6,1
YERVOY,41807.2,2654.0,27065756.919999998,4768288.96,31834045.88,2,1
SODIUM OXY,851040.0,1834.0,26986360.8,474974.82,27461335.62,1,1
SPIRONOLAC,110491108.697,1943976.0,26939118.64,474608.27,27413726.91,93,18
SCEMBLIX F,74634.0,1189.0,26937221.73,471373.30000000005,27408595.03,1,1
VITAMIN D2,19725926.873,3596273.0,26859249.63,148611.61000000002,27007861.24,10,8
CYCLOBENZA,142924705.35,3350615.0,26793184.14,479908.48,27273092.62,80,20
MIRTAZAPIN,68767266.385,2036169.0,26692282.47,328778.66,27021061.13,67,14
OXTELLAR X,1457338.0,19249.0,26525970.39,1139267.02,27665237.41,3,1
ZENPEP CAP,1710248.0,8545.0,26481080.13,609926.09,27091006.22,1,1
VELPHORO,2073548.71,20289.0,26376400.3,4670845.09,31047245.39,1,1
BREO ELLIP,4349170.0,65118.0,26364730.28,2069191.04,28433921.32,5,1
NAYZILAM,8848.3,30713.0,26291970.68,1911038.32,28203009.0,1,1
XIIDRA SOL,502800.6,31864.0,26259869.48,374057.82,26633927.3,2,2
OCTAGAM 10,1957484.0,4049.0,26177216.03,1344278.33,27521494.36,9,2
GAMMAPLEX,1436845.0,2365.0,26176104.96,166484.64,26342589.6,7,1
JANUVIA 50,2387249.5,55182.0,26112521.62,437623.11,26550144.73,3,1
RAVICTI 1.,121654.0,478.0,26105884.98,2466279.64,28572164.62,1,1
DASATINIB,111430.0,3887.0,26016423.06,319218.56,26335641.62,18,5
ISENTRESS,784340.0,13106.0,25997932.03,351003.29,26348935.32,3,1
PERJETA (P,58186.923,3996.0,25978103.25,2064775.56,28042878.81,1,1
JENTADUETO,2778143.0,45324.0,25856276.66,27375.8,25883652.46,10,1
VALTOCO 15,79162.0,19520.0,25800523.89,1987593.3599999999,27788117.25,2,1
INJECTAFER,467575.85,30778.0,25796106.15,3215492.4,29011598.55,2,1
MUPIROCIN,51600710.227,2230979.0,25794149.63,272329.08,26066478.71,22,10
TRIKAFTA 5,85680.0,1023.0,25755310.93,1398136.22,27153447.150000002,1,1
FYCOMPA,2329116.626,21141.0,25730837.57,2431692.59,28162530.16,7,1
DOVATO 50-,266325.0,8444.0,25671515.84,567974.43,26239490.27,2,1
VILTEPSO 2,86517.6,542.0,25631324.96,0.0,25631324.96,1,1
CONCERTA 2,1980930.0,68079.0,25550894.32,218496.33000000002,25769390.65,1,1
ZORYVE,1731235.0,28827.0,25533951.22,180473.55,25714424.77,3,1
CLONAZEPAM,145090068.87,2759077.0,25476308.37,498197.5,25974505.87,72,12
VALACYCLOV,43882130.206,1439531.0,25445680.05,508831.88,25954511.93,40,14
CONCERTA 5,1750532.0,59446.0,25188831.99,297427.54,25486259.53,1,1
SUCRALFATE,117138752.607,556882.0,25126239.09,283293.09,25409532.18,37,22
LYBALVI (1,488060.0,16430.0,25119869.7,423083.46,25542953.16,2,1
TYSABRI,4333.549,4376.0,24979413.73,4435955.03,29415368.76,1,1
BENLYSTA L,30663.283,9856.0,24915342.48,3607152.58,28522495.06,2,1
EUCRISA,2052091.0,30695.0,24841136.96,315027.93,25156164.89,2,1
GATTEX 5 M,16244.0,538.0,24671012.63,1172146.22,25843158.85,1,1
AMCINONIDE,1173361.0,20701.0,24623672.470000003,2091.62,24625764.09,1,1
XTANDI 80M,101272.0,1697.0,24575459.2,338775.69,24914234.89,1,1
CREON  PAN,1985117.0,10778.0,24431255.95,382185.72,24813441.669999998,2,1
PAXLOVID 3,526301.0,17589.0,24357439.29,622977.74,24980417.03,2,1
OFEV (NINT,111386.0,1943.0,24318234.12,493331.82,24811565.94,2,1
MIXED AMPH,26862303.785,813916.0,24309529.77,615895.84,24925425.61,64,11
NALTREXONE,18917683.745,613121.0,24252681.03,387596.7,24640277.73,18,9
ERYTHROMYC,13810687.55,760220.0,24232921.12,1034146.71,25267067.83,51,19
ACTEMRA AC,18964.1,6835.0,24136931.34,312824.44,24449755.78,1,1
ENTRESTO 2,2235698.5,31463.0,24114403.38,760603.35,24875006.73,2,1
BLINCYTO (,4649.142,1947.0,23954559.44,868792.4299999999,24823351.87,1,1
HADLIMA 40,20792.2,19773.0,23892569.26,268312.98000000004,24160882.240000002,4,1
EYLEA HD 8,2464.205,13673.0,23755199.52,12108296.56,35863496.08,1,1
TESTOSTERO,12048826.527,520822.0,23737656.18,578804.4400000001,24316460.62,62,20
ALOGLIPTIN,5234514.0,106380.0,23716594.27,26785.64,23743379.91,8,1
CLOZAPINE,23685946.006,449747.0,23659502.74,363277.84,24022780.58,40,8
FLUCONAZOL,12055481.895,2661351.0,23637681.61,412155.84,24049837.45,63,16
KERENDIA 1,1072687.0,27646.0,23632112.060000002,85888.77,23718000.83,2,1
VENCLEXTA,187021.0,2186.0,23561148.87,399935.58,23961084.45,5,1
AGAMREE KI,256617.0,1701.0,23515574.44,1131271.74,24646846.18,1,1
EYLEA 2 MG,1243.58,19481.0,23376908.23,8431691.91,31808600.14,2,1
CRENESSITY,36360.0,597.0,23335655.97,0.0,23335655.97,3,1
INFLIXIMAB,61811.98,11826.0,23125546.44,2065548.98,25191095.419999998,2,1
ISOTRETINO,5146307.0,106748.0,23069114.8,580152.78,23649267.58,38,8
STRENSIQ,3994.8,269.0,23042043.65,1278891.85,24320935.5,3,1
OTEZLA 30,268692.0,4560.0,23041275.42,312685.3,23353960.72,1,1
VOQUEZNA,1052825.0,34896.0,22856199.57,335089.07,23191288.64,4,1
SYNJARDY 1,2243825.0,27581.0,22767749.919999998,242599.57,23010349.490000002,4,1
ADEMPAS,147257.0,1695.0,22662148.39,193434.01,22855582.4,5,1
PROMETHAZI,206194346.119,1764740.0,22557149.46,1301805.1300000001,23858954.59,80,26
LURASIDONE,25769465.563,794547.0,22544340.34,1033824.11,23578164.45,85,17
FILSUVEZ 1,266446.0,250.0,22348763.75,2055124.65,24403888.4,1,1
ADALIMUMAB,22473.2,15522.0,22285989.580000002,1251634.44,23537624.02,20,6
CONCERTA 1,1762373.0,61243.0,22203585.04,170248.3,22373833.34,1,1
SYMTUZA 80,148991.0,4765.0,22161479.3,351868.56,22513347.86,1,1
HIZENTRA P,12983.15,3769.0,22086939.44,2388774.93,24475714.37,2,1
SABRIL,124685.0,903.0,22073622.009999998,1110139.08,23183761.09,2,1
IMCIVREE,6274.0,778.0,22058217.02,719603.64,22777820.66,1,1
ERGOCALCIF,14818002.608000001,2429389.0,21990775.47,144951.05000000002,22135726.52,8,7
LACOSAMIDE,91051430.481,525886.0,21971171.19,1137023.45,23108194.64,74,23
SIMPONI AR,147256.506,15355.0,21875373.419999998,4915714.3,26791087.72,1,1
VARENICLIN,17314561.826,312004.0,21808485.9,92130.25,21900616.15,39,14
SIMPONI 50,1820.75,3474.0,21801007.04,388876.52,22189883.56,2,1
ARNUITY EL,2978422.0,91753.0,21672047.2,555823.57,22227870.77,4,1
VENOFER,3070190.035,645067.0,21671402.85,40168439.33,61839842.18,13,2
PERJETA,61003.043,4120.0,21636145.59,4342885.25,25979030.84,1,1
MESALAMINE,19863104.28,100584.0,21630659.49,501583.81,22132243.3,34,25
TOUJEO SOL,244796.78399999999,35997.0,21530519.6,777832.49,22308352.09,1,1
SCEMBLIX,58888.0,890.0,21483475.19,231301.41999999998,21714776.61,2,1
FOLIC ACID,109715668.959,2703331.0,21476538.6,420955.23,21897493.83,31,18
SUMATRIPTA,10630805.639,1113178.0,21461258.42,392508.15,21853766.57,52,20
LENVIMA,5199.0,875.0,21424372.85,71085.76000000001,21495458.61,8,1
ONFI,1230707.0,6699.0,21384402.5,2159714.74,23544117.24,3,1
AUSTEDO  T,217078.0,3372.0,21331628.61,71325.87,21402954.48,3,1
JANUMET 50,3882004.0,45026.0,21242554.12,368919.17,21611473.29,5,1
PREGABALIN,106837551.761,1518379.0,21186179.48,531354.34,21717533.82,145,20
RELISTOR T,788474.0,9364.0,21089706.15,113487.79,21203193.94,1,1
DOXEPIN HC,12769936.278,288037.0,20980531.05,75111.01,21055642.06,94,24
TASIGNA HG,110668.0,1110.0,20873302.36,191778.52,21065080.88,3,1
EYLEA  AFL,1006.85,15979.0,20817411.78,2122307.81,22939719.59,2,1
ACTIMMUNE,1940.0,322.0,20762541.85,580551.05,21343092.9,1,1
OPSUMIT 10,49455.0,1694.0,20750522.189999998,479650.22,21230172.41,1,1
FOCALIN XR,4099504.0,135665.0,20723720.16,134088.32,20857808.48,15,2
MELOXICAM,71671595.714,2100368.0,20692023.96,264789.07,20956813.03,31,11
PAXLOVID15,444176.0,15173.0,20655134.61,469856.32,21124990.93,1,1
BRIXADI MO,3409.593,12528.0,20551375.82,130291.63,20681667.45,3,1
ADVATE 5ML,13443989.0,773.0,20524956.76,3210583.97,23735540.73,4,1
MYFEMBREE,494077.0,14608.0,20464988.62,642460.14,21107448.76,1,1
ATROVENT H,874815.8,64105.0,20438864.419999998,470744.78,20909609.2,1,1
OPSYNVI 10,47730.0,1569.0,20399829.73,98435.12,20498264.85,2,1
KISQALI 60,70560.0,1120.0,20304885.63,381043.16000000003,20685928.79,1,1
VORANIGO,15350.0,505.0,20258066.48,90567.7,20348634.18,1,1
ENHERTU 10,9928.102,3092.0,20241941.38,1259596.08,21501537.46,1,1
ENOXAPARIN,2211019.806,230499.0,20216158.13,6102295.99,26318454.12,134,13
IPRATROPIU,141150050.553,1005427.0,20206349.46,3268325.16,23474674.62,68,19
AFINITOR T,30022.0,819.0,20029886.16,201689.33,20231575.490000002,4,1
CARBINOXAM,4571282.41,29144.0,20016633.619999997,64194.84,20080828.46,8,6
CREON DR 3,1802487.0,8123.0,19957604.35,583603.64,20541207.990000002,2,1
MAGNESIUM,44881857.012,723217.0,19922627.5,5140630.9,25063258.400000002,103,30
IMCIVREE (,5611.0,647.0,19788013.4,427235.33999999997,20215248.74,1,1
ODEFSEY  E,167594.0,3795.0,19713712.65,882503.53,20596216.18,1,1
QULIPTA  A,540740.5,15218.0,19639618.64,275932.49,19915551.13,3,1
CLOTRIMAZO,44258349.77,1215467.0,19633568.83,132743.34,19766312.17,60,23
AZELASTINE,28719032.183,1145809.0,19627871.74,338707.87,19966579.61,17,13
SOTYKTU,88155.0,2795.0,19578928.99,275051.04,19853980.03,1,1
NICOTINE T,11217059.0,449919.0,19567505.4,46145.55,19613650.95,36,6
TRIUMEQ 60,161650.0,4937.0,19545359.59,293149.53,19838509.12,1,1
ELAPRASE,18721.5,554.0,19518487.07,727476.33,20245963.4,1,1
JUBLIA,104992.0,15564.0,19517200.77,36497.53,19553698.3,2,1
ACTEMRA PE,15383.7,5463.0,19471915.39,400834.67,19872750.06,1,1
XIGDUO XR,1495642.0,24882.0,19453498.64,307928.0,19761426.64,5,1
NOVOLOG FL,2239831.57,117127.0,19327857.580000002,1389576.6,20717434.18,2,1
OHTUVAYRE,1766916.47,11712.0,19253034.7,9327019.78,28580054.48,1,1
KORLYM 300,27980.0,570.0,19244827.45,150.0,19244977.45,1,1
VORANIGO (,14866.0,504.0,19199653.830000002,647456.73,19847110.56,1,1
METHOCARBA,98590808.272,1711320.0,19145408.96,497084.26,19642493.22,51,19
