product_name,total_units,total_prescriptions,total_medicaid_spending,total_non_medicaid_spending,total_reimbursed,ndc_count,labeler_count
OMNARIS 50,15975.0,1278.0,369183.36,2304.31,371487.67000000004,1,1
RELPAX (EL,4701.0,417.0,368551.47,9.71,368561.18,3,1
AVSOLA  IN,907.9,158.0,368423.66000000003,3129.15,371552.81,1,1
ELREXFIO,72.2,38.0,368219.26,162314.37,530533.63,1,1
ETOPOSIDE,117795.137,12380.0,368049.55,459836.08,827885.63,18,5
ZUBSOLV 1.,70707.0,2880.0,367191.44,10690.09,377881.53,1,1
DYMISTA NA,44252.0,931.0,366985.11,29528.14,396513.25,1,1
ULTRAMICRO,102534.0,1904.0,366873.49,6151.679999999999,373025.17,3,2
SUMTRIPTAN,19339.0,3073.0,366221.76,11537.98,377759.74,1,1
CIPRO,274031.6,2312.0,366090.44,12089.76,378180.2,2,1
CARISOPROD,2112067.0,30648.0,365940.62,5936.25,371876.87,13,6
EVENITY,823.371,394.0,365454.1,479078.5,844532.6,2,1
LOXAPINE C,560148.0,8737.0,364625.19,5639.55,370264.74,4,1
EMTRICTABN,226345.0,6101.0,364318.07,3497.23,367815.3,1,1
CIMERLI (R,42.975,635.0,363392.17,156192.08,519584.25,2,1
JUNEL,811519.0,17752.0,362799.31,335.43,363134.74,2,1
SPORANOX 1,13302.0,249.0,362739.38,0.0,362739.38,1,1
CLEARLAX (,10363605.008,21730.0,362488.5,733.14,363221.64,3,1
TESTOST CY,30073.457000000002,9449.0,362232.28,4682.54,366914.82,1,1
EFAVIRENZ-,59266.0,1636.0,361247.26,2794.82,364042.08,6,4
"RYTARY, 36",92432.0,400.0,361126.91000000003,13611.64,374738.55,1,1
MYFORTIC T,59542.5,582.0,360502.32,14736.01,375238.33,2,1
PREVYMIS 2,1344.0,42.0,359933.23,0.0,359933.23,2,1
NAPROXEN O,982503.1799999999,2964.0,359404.79,7600.52,367005.31,1,1
KEDRAB,5714.003000000001,388.0,359284.82,17034.23,376319.05,2,1
TRIUMEQ PD,28500.0,191.0,359020.56,0.0,359020.56,1,1
EDARBI 40M,42901.0,914.0,358831.92,2887.41,361719.32999999996,1,1
NULYTELY L,57588532.0,14404.0,358624.74,1492.5,360117.24,1,1
LEVOFLOXAV,277802.285,35258.0,357430.57,8586.18,366016.75,1,1
CAPMIST DM,677621.0,25680.0,357131.67000000004,29.490000000000002,357161.16000000003,1,1
ENULOSE,15114711.42,21068.0,357055.27,2199.49,359254.76,1,1
AUROVELA,813983.0,20766.0,356465.08,841.95,357307.02999999997,4,1
OLFLOXACIN,117385.0,17968.0,356308.26,3436.21,359744.47,2,1
OCALIVA 10,1110.0,27.0,356032.26,0.0,356032.26,1,1
YAZ 28 TAB,64690.0,1320.0,355287.16000000003,6082.17,361369.33,1,1
"EPCLUSA, O",420.0,11.0,355029.29,18885.99,373915.28,1,1
ALYMSYS 10,2915.4,279.0,354456.49,52778.42,407234.91,1,1
VALCHLOR 0,3600.0,47.0,354434.4,0.0,354434.4,1,1
OMEGA-3 ET,1247126.0,9619.0,354414.11,10795.53,365209.64,6,6
ENULOSE(LA,17457758.75,23566.0,354223.61,4252.18,358475.79,1,1
GRALISE TA,30950.0,478.0,353565.57,5169.95,358735.52,4,1
"RYTARY, 23",88193.0,340.0,353447.06,1241.18,354688.24,1,1
TIAGABINE,155199.0,1938.0,353114.31,5079.69,358194.0,4,1
TRELSTAR 3,533.8,369.0,352735.89,2596.0,355331.89,1,1
NATEGLINID,1084813.0,9086.0,351288.42,1615.05,352903.47,11,6
DOFETILIDE,662937.0,8075.0,350646.52,7493.95,358140.47,10,4
NORTREL,683145.0,13827.0,350337.05,1091.06,351428.11,5,1
THYQUIDITY,250440.75,1552.0,350045.3,5269.62,355314.92,2,2
GRALISE,34013.0,464.0,349895.82,2952.23,352848.05,3,1
RAMIPRIL,1650792.0,27747.0,348759.02,572.07,349331.09,30,5
SOD SUL-PO,2001423.988,6862.0,348293.68,17807.2,366100.88,8,8
TRI-LO-EST,1088388.502,25227.0,346727.26,2096.48,348823.74,2,1
TOBRADEX E,4430.62,1261.0,346637.19,9579.47,356216.66,1,1
ALREX  LOT,5775.0,948.0,345878.29,374.45,346252.74,2,1
MYDAYIS 37,31973.0,1078.0,345739.65,7972.360000000001,353712.01,1,1
GOMEKLI 2M,834.0,14.0,344165.7,0.0,344165.7,1,1
PEDIACLEAR,2040032.2,18628.0,343701.42,23.96,343725.38,2,1
AVONEX 30,164.0,41.0,343581.01,0.0,343581.01,1,1
GAMMAKED 5,20070.0,48.0,343265.36,0.0,343265.36,1,1
ISIBLOOM,1097569.0,20597.0,342905.86,393.52,343299.38,2,1
NITAZOXANI,3968.0,305.0,342305.81,7922.07,350227.88,2,2
EDARBI 80M,37830.0,795.0,341680.78,1535.27,343216.05,1,1
LORYNA 3 M,792736.0,13838.0,340742.52999999997,3102.53,343845.06,2,1
VIMPAT 50,31253.0,419.0,340650.73,16037.099999999999,356687.83,2,1
NOVAPLUS O,1355197.21,17991.0,339825.81,368841.12,708666.93,10,1
ISTALOL,4140.0,916.0,339709.9,0.0,339709.9,2,1
APRI,1173488.0,20775.0,339060.39,272.97,339333.36,2,1
TABRECTA T,1624.0,15.0,338516.18,0.0,338516.18,1,1
SECUADO 3.,7331.0,250.0,337103.59,5720.32,342823.91,1,1
NADOLOL,737170.275,15127.0,336960.62,6852.79,343813.41,22,9
CABENUVA 4,304.68,110.0,336243.31000000006,8494.54,344737.85000000003,1,1
NEUPRO,12522.0,378.0,335639.52,11327.74,346967.26,6,1
DIOVAN 320,27164.0,579.0,335082.13,0.0,335082.13,1,1
GRASTEK 28,30395.0,805.0,334667.27999999997,17269.16,351936.44,1,1
TASCENSO O,1020.0,27.0,334509.87,20212.44,354722.31,1,1
SIRTURO  B,2088.0,66.0,333968.29000000004,0.0,333968.29000000004,1,1
HAILEY 1.5,642621.74,11917.0,333836.84,1200.79,335037.63,1,1
UZEDY ER 5,37.663,268.0,333226.83,4119.280000000001,337346.11,1,1
FETROJA (C,1993.5,205.0,333065.19,0.0,333065.19,2,1
RIVASTIGMI,351471.0,7503.0,332984.23,3861.79,336846.02,28,11
CHROMIUM T,4353.233,1036.0,332721.82,156.73,332878.55,2,1
YUSIMRY(CF,544.0,278.0,332153.75,164.0,332317.75,1,1
OMEGAVEN,388600.0,380.0,331945.45999999996,20885.67,352831.13,3,1
BESPONSA (,14.0,14.0,331764.3,0.0,331764.3,1,1
"MIDODRINE,",1432597.5,16276.0,331625.96,13846.18,345472.14,3,1
DAPSONE GE,188280.0,3152.0,330989.53,17112.99,348102.52,13,8
ALVESCO 16,22618.8,2601.0,330931.69,9663.24,340594.93,1,1
ATORVASTA,1471143.0,35312.0,330434.85,9342.65,339777.5,2,1
AMOX C XR,59967.0,2310.0,329329.21,7764.96,337094.17,2,1
LIDO 2.5%,626431.844,16313.0,329128.19,13104.82,342233.01,2,1
IPRAT BRO,281055.0,13222.0,328984.23,6972.89,335957.12,2,1
JOYEAUX,57176.0,1495.0,327773.02,1834.15,329607.17,1,1
ADDERALL 5,30450.0,810.0,327489.82,5340.37,332830.19,1,1
FLEQSUVY 3,57041.0,193.0,326871.1,2502.1,329373.2,1,1
MYTESI,8520.0,134.0,326847.08,13249.22,340096.3,1,1
LEVAL HCL,997788.855,6717.0,325670.15,39662.85,365333.0,4,1
VPRIV 400,218.0,23.0,325604.3,0.0,325604.3,1,1
SENEXON-S,3630869.0,66273.0,325379.7,1050.3899999999999,326430.09,2,1
ZAFIRLUKAS,438097.0,5786.0,325360.69,6277.38,331638.07,7,4
MINTOX PLU,2180138.545,20954.0,324798.48,0.0,324798.48,1,1
IBANDRONAT,31486.933,19423.0,324701.14,5532.35,330233.49,8,5
EXELON,14790.0,480.0,324310.12,0.0,324310.12,3,1
STEQEYMA 9,82.0,82.0,322832.31,5228.77,328061.08,1,1
SPORANOX,13386.0,176.0,322479.64,276.18,322755.82,1,1
REFRESH RE,173245.0,15378.0,322326.7,3.34,322330.04000000004,4,1
ALMOTRIPTA,18930.0,1849.0,322186.5,8295.48,330481.98,4,2
CLEOCIN,38341.0,1955.0,321982.13,3086.5,325068.63,3,1
FLUNISOLID,179477.0,6613.0,321920.27,10151.32,332071.58999999997,2,2
FILSPARI 4,750.0,25.0,321790.85,75.0,321865.85,1,1
NITYR (NIT,1440.0,11.0,321632.43,0.0,321632.43,1,1
PRENATE PI,28980.0,801.0,321559.36000000004,2575.29,324134.64999999997,1,1
IMFINZI 12,1100.733,97.0,321368.64999999997,38067.62,359436.27,1,1
RALOXIFENE,674869.0,15317.0,321310.95,813.45,322124.4,17,7
PIRFENIDON,36975.0,236.0,321004.07,265.05,321269.12,6,4
APIDRA,39245.0,1456.0,320814.93,4257.97,325072.9,1,1
FANAPT 4 M,11179.0,220.0,320341.41,10470.18,330811.58999999997,1,1
SODIUM PHE,29280.0,76.0,320070.89,0.0,320070.89,1,1
CODEINE -,3608939.0,22330.0,319761.22000000003,2417.6099999999997,322178.83,2,1
COSELA  TR,136.933,102.0,319363.05,0.0,319363.05,1,1
PROPRAN 20,2622803.591,12946.0,319087.25,13476.6,332563.85,1,1
LOQTORZI 2,312.0,50.0,318090.8,0.0,318090.8,1,1
PLENAMINE,3862175.7,1424.0,318081.92,323.0,318404.92,2,1
THYROID TA,372144.0,7370.0,317948.72000000003,3281.24,321229.96,5,1
ARANESP 20,273.504,620.0,317798.21,68996.63,386794.83999999997,1,1
ALBUTEIN,108454.0,523.0,316492.3,1621.17,318113.47,5,1
FLUTICA/SA,1276.65,2634.0,315286.14,543.8,315829.94,1,1
RHOGAM,31700.438,4521.0,314802.22,20580.43,335382.65,1,1
METHOTREX,735502.833,18534.0,314787.27999999997,2452.23,317239.51,1,1
HALAVEN 1,596.978,178.0,314542.86,0.0,314542.86,1,1
FOLITE,9300.0,310.0,313525.26,0.0,313525.26,1,1
NACL 0.9%,5598548.0,9655.0,312609.87,484895.08,797504.95,3,1
DAPSONE 5%,163790.0,2553.0,311949.52,13513.83,325463.35,8,6
OJJAARA 20,330.0,11.0,311670.87,0.0,311670.87,1,1
LOTEMAX 0.,4857.0,839.0,311350.39,1193.6,312543.99,4,1
RYALTRIS N,38425.0,1304.0,311299.78,12897.189999999999,324196.97000000003,1,1
TOLMETIN D,10826.0,136.0,310954.81,218.4,311173.21,1,1
ZEJULA 100,540.0,13.0,310929.32,0.0,310929.32,1,1
TYKERB TAB,4576.0,33.0,310845.52999999997,0.0,310845.52999999997,1,1
TIMOLOL OP,159357.0,19861.0,310756.96,6025.98,316782.94,10,4
STOOL SOFT,1761750.5,27766.0,310727.18,262.23,310989.41,21,5
LEVONORG-E,254878.0,3374.0,310081.32,4508.59,314589.91,4,2
POLYVINYL,387858.13300000003,24867.0,309467.89,327.53999999999996,309795.43,3,2
RETIN-A MI,17950.0,359.0,309366.02,4971.59,314337.61,2,1
MULTIVIT-F,1459302.0,24776.0,309148.12,205.59,309353.71,20,5
OXCODONE H,1162819.0,12357.0,309073.12,2334.67,311407.79,1,1
RASUVO 10,453.6,480.0,308823.23,7200.57,316023.8,1,1
BRIDION 50,7826.348,4152.0,308588.68,604455.76,913044.44,2,1
F&T NICOT,441099.0,6479.0,308078.06,421.18,308499.24,17,1
SOD FERRIC,112707.001,9909.0,307658.44,985000.51,1292658.95,4,1
DOK 100MG,1506832.25,40061.0,307432.52999999997,487.28,307919.81,1,1
CYCLOBENZ,1960859.0,42238.0,306889.62,7693.65,314583.27,6,1
REVLIMID L,344.0,16.0,306888.85,0.0,306888.85,1,1
MINCORA,9870.0,218.0,306542.06,0.0,306542.06,1,1
RHOFADE TO,13590.0,446.0,306101.21,2466.89,308568.1,1,1
DROPERIDOL,82739.527,42332.0,305976.3,1353124.86,1659101.16,7,3
EDARBI,34682.0,844.0,305257.98000000004,196.21,305454.19,2,1
PREMARIN 1,44890.0,1135.0,305193.37,3446.11,308639.48,1,1
PROTONIX 4,22047.0,615.0,304886.97000000003,2095.81,306982.78,1,1
POTASIUM C,1300783.0,21794.0,304459.49,6164.58,310624.07,3,1
LYLLANA  E,42596.0,3019.0,303027.97000000003,9025.53,312053.5,5,1
ETHAMBUTOL,527762.75,7272.0,302496.43,3767.63,306264.06,3,2
FENOPRON 3,14300.0,80.0,302454.59,0.0,302454.59,1,1
CPL HC CRE,1459941.785,45211.0,301839.74,900.36,302740.1,1,1
FERRALET 9,127745.0,3859.0,301706.29,473.25,302179.54,1,1
TRESIBA 10,10231.0,699.0,301475.27999999997,23151.55,324626.83,1,1
VENOFER  I,43872.45,5051.0,300328.51,230259.43,530587.94,4,1
DEXTENZA,1875.0,1874.0,300324.82,37607.05,337931.87,1,1
AMILORIDE,1095932.5,16367.0,300164.96,4201.84,304366.8,4,4
LEVOTHRYOX,491.8,105.0,299581.68,408.17,299989.85,4,1
DICLOFN SO,1735311.0,14060.0,299305.61,114.5,299420.11,2,1
XCOPRI 50-,280.0,280.0,298967.57,26438.55,325406.12,1,1
NUVESSA VA,7324.0,1420.0,298665.96,1233.89,299899.85,1,1
NOURIANZ 4,4545.0,115.0,298268.46,2210.48,300478.94,1,1
CALCIUM CA,5963719.771,29032.0,297411.99,717.84,298129.83,5,3
KLOR-CON O,293434.0,6036.0,296965.53,6844.6,303810.13,3,1
EMEND 125M,1119.0,215.0,296583.96,13550.42,310134.38,2,1
ENEMEEZ,642551.0,3874.0,296380.62,348.95,296729.57,2,1
ZIRGAN,3190.0,628.0,296140.82,674.03,296814.85,1,1
DM-GUAIF-P,3405575.0,16509.0,294969.95999999996,0.99,294970.95,1,1
SIVEXTRO 2,658.0,33.0,294552.13,0.0,294552.13,2,1
ORFADIN 10,1080.0,12.0,294383.16,0.0,294383.16,1,1
CAPSAICIN-,37320.0,274.0,294268.2,0.0,294268.2,1,1
ESTRING 7.,580.0,578.0,294254.9,9187.45,303442.35,1,1
DAYVIGO 10,26904.0,908.0,293774.45,10745.51,304519.96,1,1
PROGRAF 0.,97312.0,1105.0,293463.22,42824.06,336287.27999999997,2,1
DOBUTAMINE,6005450.22,4308.0,293076.89,255099.28,548176.1699999999,15,5
MYTESI 125,6750.0,112.0,293043.3,0.0,293043.3,1,1
ANTACID-AN,10601754.2,30843.0,292282.52999999997,712.02,292994.55,15,5
NYAMYC 60G,780897.048,12241.0,291567.52,3716.76,295284.28,1,1
EMTR/RILP/,2820.0,87.0,291132.52,0.0,291132.52,1,1
XANAX,30904.0,365.0,290516.07,0.0,290516.07,3,1
RIFAMPIN 3,421618.701,7209.0,290442.01,4817.76,295259.77,3,2
VIVELLE DO,15620.0,1398.0,290428.39,0.0,290428.39,2,2
ESOMEP MAG,803074.5,20314.0,289886.51,10846.39,300732.9,5,1
DAYTRANA,48803.0,1582.0,289442.69,2232.1,291674.79,4,1
UCERIS 9MG,5146.0,185.0,289355.63,7123.3,296478.93,1,1
EAR WAX RE,363408.2,24140.0,289118.57,90.03,289208.6,9,5
ALBURX,351780.0,1720.0,288973.65,11744.45,300718.1,6,1
ORAVIG,3346.0,239.0,288599.48,0.0,288599.48,1,1
CPL CLOTRI,850153.486,25983.0,288235.7,2970.7,291206.4,2,1
FML FORTE,8665.0,1356.0,287915.07,3551.22,291466.29,2,1
DILANTIN 3,196092.572,2395.0,287787.43,12447.1,300234.53,2,2
PYLERA CAP,116873.0,899.0,287672.72,0.0,287672.72,2,2
AMBISOME 5,1101.0,107.0,286089.2,0.0,286089.2,1,1
NADOLOL 20,908636.7,16234.0,285710.01,7589.32,293299.33,8,7
JASMIEL,393668.954,3643.0,285527.15,12114.56,297641.71,2,1
BICALUTAMI,454358.0,12581.0,285296.89,4012.06,289308.95,4,2
AMITRIPTY,955224.0,23289.0,285139.13,4766.61,289905.74,9,1
ITOVEBI TM,348.0,12.0,284334.21,0.0,284334.21,1,1
THALOMID,1260.0,25.0,284204.17000000004,0.0,284204.17000000004,2,1
XHANCE 93,7376.0,436.0,283944.04000000004,4649.13,288593.17,1,1
FEMRING,350.0,347.0,283863.71,8303.55,292167.26,2,1
SOFDRA,12240.4,330.0,283804.66,4016.04,287820.7,1,1
ROPIVACAIN,394014.1,13536.0,283460.07,1113865.29,1397325.36,39,11
VANACOF DM,2732737.5,12749.0,283291.24,19.5,283310.74,1,1
FENOPRON,15515.0,222.0,283267.18,0.0,283267.18,1,1
STREPTOMYC,3795.1,220.0,283183.45,0.0,283183.45,1,1
GLYBURIDE-,1387124.0,11254.0,283137.15,1625.54,284762.69,11,3
INDAPAMIDE,1203221.0,25248.0,282687.86,2807.85,285495.71,8,4
KLOR-CON,178416.0,4085.0,282266.9,1221.4099999999999,283488.31,3,1
MYDAYIS 25,25915.0,819.0,282173.53,2513.04,284686.57,1,1
CISPLATIN,937518.0,12790.0,282015.35,805708.61,1087723.96,20,9
ERGOMAR,3278.0,135.0,281771.46,2609.54,284381.0,1,1
SIVEXTRO,634.0,30.0,281419.77,0.0,281419.77,1,1
SIMPESSE,746024.0,8141.0,281255.63,1818.8799999999999,283074.51,2,1
DILAUDID,43695.9,36819.0,281214.6,5285750.81,5566965.41,9,1
NEUPRO 2 M,10204.0,295.0,280535.03,3106.03,283641.06,1,1
CLINDESSE,11775.64,1439.0,280349.46,4787.07,285136.53,1,1
ISIBLOOM O,1048948.596,18775.0,280328.43,1029.17,281357.6,1,1
GADOBUTROL,89760.2,11907.0,279985.86,309287.65,589273.51,12,2
FLAREX,10980.0,2025.0,279796.81,1091.79,280888.6,1,1
LYRICA 50M,29564.0,376.0,279648.16000000003,391.32,280039.48,1,1
DETROL LA,21502.0,578.0,279629.97,0.0,279629.97,4,1
ILUMYA  TI,23.0,23.0,278702.15,0.0,278702.15,1,1
FEXOFENAD,625594.0,20113.0,278474.55,1468.74,279943.29,2,1
FIASP PENF,8352.0,409.0,277576.06,10897.5,288473.56,1,1
EPKINLY 48,17.645,37.0,277569.31,0.05,277569.36,1,1
"PERTZYE 8,",107390.0,194.0,277505.81,2411.56,279917.37,1,1
ELCYS 500,29360.0,212.0,277165.66,0.0,277165.66,2,1
AVEED,645.1,230.0,276983.53,31473.17,308456.7,1,1
ISMN ER 60,1187440.0,23947.0,276924.25,4553.96,281478.21,2,1
CALCITONIN,18406.0,4619.0,276662.27,4796.12,281458.39,3,3
CLARAVIS 4,108200.0,2287.0,275890.17,9060.48,284950.65,2,1
QNASL CHIL,6126.8,874.0,275449.31,5193.7699999999995,280643.08,1,1
CHORIONIC,1017.5,567.0,275263.0,2436.65,277699.65,1,1
SSD,1890832.331,16686.0,275211.2,2592.01,277803.21,5,1
NAFTIFINE,79800.0,1113.0,275118.16000000003,1191.62,276309.78,8,2
TICE BCG,3121.916,3349.0,274079.9,126238.07,400317.97,1,1
NYSTATIN &,471448.0,14840.0,273974.22,8479.52,282453.74,12,3
CELLCEPT 2,39370.0,236.0,273796.73,23511.48,297308.21,2,1
KRAZATI  A,2190.0,16.0,273639.7,0.0,273639.7,1,1
LYUMJEV 20,4245.0,134.0,273139.42,12252.0,285391.42,1,1
LAZCLUZE,450.0,15.0,273104.7,0.0,273104.7,1,1
EPIPEN JR,1604.6,550.0,272138.42,0.0,272138.42,1,1
PRENATE EL,25935.0,650.0,271918.7,0.0,271918.7,1,1
CLARAVIS 3,78290.0,1488.0,271850.52,8862.49,280713.01,1,1
REFRESH CE,211605.0,13440.0,271715.22,31.0,271746.22,1,1
PROBENECID,311991.0,4742.0,271614.97,2464.92,274079.89,6,4
LAGEVRIO (,11400.0,285.0,271322.83,5290.08,276612.91,1,1
GLEEVEC FC,1050.0,35.0,271014.98,0.0,271014.98,1,1
CIPRO ORAL,197445.4,1640.0,270645.62,8640.97,279286.59,2,1
UDENYCA AU,67.85,113.0,270569.29000000004,25481.85,296051.14,1,1
DANZITEN,1680.0,15.0,270535.2,0.0,270535.2,1,1
METHYLIN 1,1272337.75,4019.0,268996.06,872.3,269868.36,1,1
LATUDA 20,6263.0,196.0,268963.29000000004,6082.610000000001,275045.9,1,1
APAP X-STR,2928166.0,41096.0,268162.27,2644.92,270807.19,1,1
SENSORCAIN,534409.343,29563.0,267138.25,3206260.31,3473398.56,38,2
ENSTILAR 0,12180.0,182.0,267075.22,0.0,267075.22,2,1
PSEUDOEPHE,1195019.0,34522.0,267031.89,1144.9,268176.79,15,7
NORACETHES,930069.479,16399.0,266615.32,755.4499999999999,267370.77,6,1
ADVATE 401,180898.0,41.0,266425.52,3877.31,270302.82999999996,1,1
VIVIMUSTA,650.12,100.0,265742.61,86795.66,352538.27,1,1
ZOVIRAX,20430.0,1334.0,265621.33,135.51,265756.83999999997,2,1
EOHILIA 2,89630.0,163.0,264907.43,17702.97,282610.4,1,1
QNASL,9275.0,865.0,264882.17,6828.0,271710.17,1,1
IMVEXXY VA,10068.0,799.0,264844.85,7087.07,271931.92,3,1
PEMFEXY  P,3071.4,98.0,264770.06,54628.1,319398.16,1,1
PAXOTIN,8820.0,91.0,264600.0,0.0,264600.0,1,1
VERACLOZ,31040.0,139.0,263447.58999999997,0.0,263447.58999999997,1,1
EXELON TTS,11888.0,399.0,263350.11,1085.0,264435.11,3,1
SOTYLIZE (,130367.6,345.0,262816.11,23517.28,286333.39,2,1
ZENATANE 4,101100.0,2136.0,262768.75,13900.19,276668.94,1,1
VABOMERE,1539.62,124.0,262525.52,0.0,262525.52,2,1
LIALDA DR,31480.0,325.0,262388.14,0.0,262388.14,1,1
EQUETRO,60486.0,746.0,262243.82,8115.95,270359.77,3,1
BUTRANS 15,2060.0,525.0,262185.4,0.0,262185.4,1,1
CLINDAMY P,603797.0,11157.0,262010.35,4775.75,266786.1,3,1
ELREXFIO 4,66.5,36.0,261995.47,31.0,262026.47,1,1
VIOKACE 10,79177.0,446.0,261799.06,57808.08,319607.14,1,1
LIDOTRAL 3,36655.934,272.0,261668.28000000003,0.0,261668.28000000003,1,1
PYRAZINAMI,100089.8,1302.0,260918.53,812.6,261731.13,6,3
ZUMANDIMIN,696360.28,11491.0,260830.85,462.86,261293.71,1,1
EPOPROSTEN,55697.0,66.0,260266.76,0.0,260266.76,1,1
BAQSIMI TW,986.0,495.0,260006.41999999998,25092.48,285098.9,1,1
HAILEY,481359.0,11503.0,259933.87,227.37,260161.24,2,1
TRIAZOLAM,236570.0,24012.0,259758.18,3730.47,263488.65,7,3
EPINASTINE,18450.0,3133.0,258855.63,10244.77,269100.4,1,1
FAMCICLOVI,291996.0,7493.0,258578.41,4475.55,263053.96,9,5
CELEBREX 4,11196.0,241.0,257902.74,0.0,257902.74,1,1
BRINZOLAMI,18643.0,1781.0,257267.08,9934.01,267201.09,4,2
HADLIMA,403.2,187.0,257073.89,0.0,257073.89,1,1
ORIAHNN CA,223.071,204.0,257034.12,5571.289999999999,262605.41000000003,1,1
SECUADO 7.,6090.0,198.0,256941.27,27169.61,284110.88,1,1
QULIPTA 10,7473.0,245.0,256856.45,18629.059999999998,275485.51,1,1
ARIMIDEX 1,5040.0,126.0,256807.91,0.0,256807.91,1,1
TOLNAFI-AL,4260.0,108.0,256765.83000000002,0.0,256765.83000000002,1,1
PRIFTIN  R,51998.0,1250.0,256410.51,3791.89,260202.4,1,1
TRUXIMA 10,4426.0,121.0,256364.51,8828.24,265192.75,1,1
XARELTO DV,14067.0,276.0,256053.69,8250.11,264303.8,1,1
OPTISON,7588.5,3548.0,255902.48,162037.55,417940.03,2,1
DRL FEXO 6,953657.0,18214.0,255347.37,1282.2,256629.57,1,1
KEYTRUDA I,112.0,14.0,255250.7,0.0,255250.7,1,1
FOLITE ORA,5261.0,106.0,254997.97,0.0,254997.97,1,1
RYDAPT,1232.0,11.0,254915.61,0.0,254915.61,1,1
CARBAMZEPI,911114.5,6134.0,254439.2,9820.13,264259.33,1,1
ARAZLO LOT,22365.0,499.0,254037.3,6560.92,260598.22,1,1
ESTRADIOL-,225248.0,5970.0,253918.35,3345.16,257263.51,8,3
KIMYRSA,57.0,57.0,253578.28000000003,36239.33,289817.61,1,1
CLOPIDOG B,940642.418,24488.0,253270.22,11748.31,265018.53,1,1
RHOFADE,11100.0,368.0,252970.87,1467.96,254438.83,2,2
LEXAPRO 10,19153.0,468.0,251928.31,7433.79,259362.1,1,1
PIMOZIDE T,166454.0,2310.0,251714.56,10731.49,262446.05,2,1
THIOTHIXEN,170562.0,2698.0,251495.51,11448.11,262943.62,8,2
VEKLURY,605.85,492.0,251440.07,215846.91000000003,467286.98,1,1
IYUZEH  LA,7782.0,629.0,250994.8,6798.89,257793.69,1,1
INVEGA,21348.0,542.0,250872.27000000002,0.0,250872.27000000002,3,1
KETROLAC T,87865.0,15385.0,250626.23,2986.34,253612.57,2,1
COMPLETE N,637045.0,8653.0,250521.33,2634.75,253156.08,1,1
AMITIZA 24,38200.0,650.0,250006.56,290.0,250296.56,2,2
LATUDA 60,5834.0,174.0,249787.13,11334.77,261121.90000000002,1,1
CREXONT,58231.0,525.0,249662.41,1228.31,250890.72,4,1
LYLEQ  NOR,540776.418,1730.0,249387.87,23329.35,272717.22,3,1
ORPHENADRN,17880.0,194.0,249141.12,0.0,249141.12,1,1
ATORVALIQ,211662.5,878.0,249106.34,1005.6899999999999,250112.03,1,1
BIJUVA 1MG,31320.0,631.0,248250.03,12483.65,260733.68,1,1
REBINYN,50041.0,32.0,248241.84,55002.09,303243.93,2,1
"ADVATE 1,2",158295.0,23.0,248182.71000000002,0.0,248182.71000000002,1,1
CLOMID,33754.0,2228.0,248167.66,2773.7200000000003,250941.38,2,1
CHILD ALLE,4785610.706,33341.0,248111.84,164.23,248276.06999999998,7,4
TRUVADA 20,4561.0,175.0,247992.83,0.0,247992.83,1,1
ARANESP 30,213.502,362.0,247360.79,42863.34,290224.13,1,1
CREXONT  C,58496.0,283.0,247186.59999999998,5299.59,252486.19,4,1
DIAZEPAM I,27669.91,15819.0,246475.35,478391.43,724866.78,15,5
DILAUDID I,68488.49,55054.0,246249.83,884388.5,1130638.33,4,1
VITAFOL FE,54321.0,1492.0,245727.44999999998,1297.36,247024.81,1,1
COPPER CHL,19842.667999999998,3138.0,245529.82,50.0,245579.82,2,1
ELINEST 0.,481076.716,8980.0,245444.66,1755.02,247199.68,1,1
ELINEST,467007.0,10920.0,244812.55,1413.44,246225.99,2,1
HEATHER,1057127.0,22867.0,244770.75,151.4,244922.15,2,1
GOOD SENSE,3857516.1,27736.0,244553.99,1098.0900000000001,245652.08,7,1
3% SODIUM,191979.07,470.0,244399.66,0.0,244399.66,2,2
COATS ALOE,1495742.0,8898.0,244062.82,0.0,244062.82,5,1
DIOVAN 80,26770.0,547.0,243477.44,0.0,243477.44,1,1
PAROXET HC,738907.5,20337.0,243445.82,5076.4,248522.22,17,1
XATMEP 2.5,12282.88,359.0,243338.52,2815.43,246153.95,2,1
TARINA FE,297482.95,4579.0,243304.48,4819.56,248124.04,2,1
NORG-ETHIN,957217.0,14910.0,242674.87,532.47,243207.34,2,2
THIAMINE H,61618.947,26455.0,242515.18,630911.08,873426.26,21,9
ZOVIRAX 5%,19960.0,1253.0,242161.63,7.74,242169.37,2,1
TADLIQ  (T,20859.0,169.0,242149.31,13013.52,255162.83,1,1
CARNITOR 1,16475.381,1192.0,241648.21,212.0,241860.21,1,1
ROXYBOND 5,15797.0,185.0,241054.16999999998,0.0,241054.16999999998,1,1
POSLUMA,72.375,73.0,240938.15,159455.83,400393.98,1,1
METHYLERGO,26154.0,4695.0,240815.34,70424.49,311239.83,13,8
OMVOH PEN,48.0,24.0,240499.78999999998,0.0,240499.78999999998,1,1
RYALTRIS 6,29841.0,1029.0,239559.66999999998,4742.71,244302.38,1,1
ZENATANE 3,77820.0,1488.0,238560.42,4398.61,242959.03,1,1
STRIVERDI,3728.0,850.0,238166.5,4829.19,242995.69,1,1
CLOZARIL T,16266.0,146.0,238135.38,20943.73,259079.11000000002,2,1
